sampleID	gene_id	experiment	counts	exLength	type	rnaType	sumCountsErcc	fpkm
Ctrl-PL2-D10	ERCC-00004	CRL2097_Run140613	5338	522	Ctrl	ERCC	97584	104792.318821187
Ctrl-PL2-D10	ERCC-00147	CRL2097_Run140613	0	1022	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00028	CRL2097_Run140613	0	1129	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00025	CRL2097_Run140613	4	1993	Ctrl	ERCC	97584	20.5671481600588
Ctrl-PL2-D10	ERCC-00019	CRL2097_Run140613	0	643	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00043	CRL2097_Run140613	192	1022	Ctrl	ERCC	97584	1925.18166495486
Ctrl-PL2-D10	ERCC-00040	CRL2097_Run140613	0	743	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00111	CRL2097_Run140613	141	993	Ctrl	ERCC	97584	1455.09466412452
Ctrl-PL2-D10	ERCC-00099	CRL2097_Run140613	0	1349	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00046	CRL2097_Run140613	5235	521	Ctrl	ERCC	97584	102967.542270389
Ctrl-PL2-D10	ERCC-00144	CRL2097_Run140613	753	537	Ctrl	ERCC	97584	14369.5138226708
Ctrl-PL2-D10	ERCC-00062	CRL2097_Run140613	16	1022	Ctrl	ERCC	97584	160.431805412905
Ctrl-PL2-D10	ERCC-00097	CRL2097_Run140613	0	522	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00012	CRL2097_Run140613	0	993	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00042	CRL2097_Run140613	1035	1022	Ctrl	ERCC	97584	10377.9324126473
Ctrl-PL2-D10	ERCC-00116	CRL2097_Run140613	71	1990	Ctrl	ERCC	97584	365.617231921206
Ctrl-PL2-D10	ERCC-00143	CRL2097_Run140613	0	783	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00059	CRL2097_Run140613	0	524	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00165	CRL2097_Run140613	1	871	Ctrl	ERCC	97584	11.7653060513769
Ctrl-PL2-D10	ERCC-00154	CRL2097_Run140613	0	536	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00136	CRL2097_Run140613	166	1032	Ctrl	ERCC	97584	1648.35129917091
Ctrl-PL2-D10	ERCC-00002	CRL2097_Run140613	15513	1060	Ctrl	ERCC	97584	149972.389534938
Ctrl-PL2-D10	ERCC-00145	CRL2097_Run140613	471	1041	Ctrl	ERCC	97584	4636.51385189522
Ctrl-PL2-D10	ERCC-00148	CRL2097_Run140613	0	493	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00104	CRL2097_Run140613	0	2021	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00044	CRL2097_Run140613	0	1155	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00120	CRL2097_Run140613	0	535	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00131	CRL2097_Run140613	0	770	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00024	CRL2097_Run140613	0	535	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00022	CRL2097_Run140613	11	750	Ctrl	ERCC	97584	150.297863037656
Ctrl-PL2-D10	ERCC-00031	CRL2097_Run140613	0	1137	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00168	CRL2097_Run140613	0	1023	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00108	CRL2097_Run140613	872	1021	Ctrl	ERCC	97584	8752.09709078687
Ctrl-PL2-D10	ERCC-00163	CRL2097_Run140613	0	542	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00081	CRL2097_Run140613	0	533	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00130	CRL2097_Run140613	9986	1058	Ctrl	ERCC	97584	96722.4476044447
Ctrl-PL2-D10	ERCC-00051	CRL2097_Run140613	47	273	Ctrl	ERCC	97584	1764.23565503743
Ctrl-PL2-D10	ERCC-00060	CRL2097_Run140613	183	522	Ctrl	ERCC	97584	3592.54296445809
Ctrl-PL2-D10	ERCC-00074	CRL2097_Run140613	31342	521	Ctrl	ERCC	97584	616467.757371256
Ctrl-PL2-D10	ERCC-00077	CRL2097_Run140613	0	272	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00009	CRL2097_Run140613	2	983	Ctrl	ERCC	97584	20.8496064511685
Ctrl-PL2-D10	ERCC-00054	CRL2097_Run140613	0	273	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00079	CRL2097_Run140613	0	643	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00150	CRL2097_Run140613	0	742	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00034	CRL2097_Run140613	0	1018	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00160	CRL2097_Run140613	0	742	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00076	CRL2097_Run140613	64	641	Ctrl	ERCC	97584	1023.15947040243
Ctrl-PL2-D10	ERCC-00171	CRL2097_Run140613	3123	504	Ctrl	ERCC	97584	63498.4072330359
Ctrl-PL2-D10	ERCC-00156	CRL2097_Run140613	0	493	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00041	CRL2097_Run140613	0	1121	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00109	CRL2097_Run140613	0	535	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00075	CRL2097_Run140613	0	1022	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00137	CRL2097_Run140613	0	536	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00098	CRL2097_Run140613	0	1142	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00048	CRL2097_Run140613	0	991	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00035	CRL2097_Run140613	2156	1129	Ctrl	ERCC	97584	19569.3408915283
Ctrl-PL2-D10	ERCC-00057	CRL2097_Run140613	0	1020	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00039	CRL2097_Run140613	0	739	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00095	CRL2097_Run140613	84	520	Ctrl	ERCC	97584	1655.37856142873
Ctrl-PL2-D10	ERCC-00085	CRL2097_Run140613	0	843	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00157	CRL2097_Run140613	0	1018	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00083	CRL2097_Run140613	0	1021	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00071	CRL2097_Run140613	3	641	Ctrl	ERCC	97584	47.9606001751137
Ctrl-PL2-D10	ERCC-00112	CRL2097_Run140613	0	1135	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00078	CRL2097_Run140613	0	992	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00162	CRL2097_Run140613	49	522	Ctrl	ERCC	97584	961.937733652712
Ctrl-PL2-D10	ERCC-00123	CRL2097_Run140613	0	1021	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00016	CRL2097_Run140613	0	843	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00033	CRL2097_Run140613	0	2021	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00069	CRL2097_Run140613	0	1136	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00134	CRL2097_Run140613	0	273	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00138	CRL2097_Run140613	0	1023	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00061	CRL2097_Run140613	0	1135	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00170	CRL2097_Run140613	50	1022	Ctrl	ERCC	97584	501.349391915328
Ctrl-PL2-D10	ERCC-00096	CRL2097_Run140613	14452	1106	Ctrl	ERCC	97584	133904.203309646
Ctrl-PL2-D10	ERCC-00003	CRL2097_Run140613	231	1022	Ctrl	ERCC	97584	2316.23419064882
Ctrl-PL2-D10	ERCC-00142	CRL2097_Run140613	0	492	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00086	CRL2097_Run140613	0	1019	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00126	CRL2097_Run140613	0	1117	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00013	CRL2097_Run140613	0	807	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00113	CRL2097_Run140613	5459	839	Ctrl	ERCC	97584	66676.4574430518
Ctrl-PL2-D10	ERCC-00073	CRL2097_Run140613	0	602	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00058	CRL2097_Run140613	0	1135	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00164	CRL2097_Run140613	0	1021	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00014	CRL2097_Run140613	0	1956	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00084	CRL2097_Run140613	0	993	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00067	CRL2097_Run140613	0	643	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00017	CRL2097_Run140613	0	1135	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00117	CRL2097_Run140613	0	1135	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00053	CRL2097_Run140613	0	1022	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00158	CRL2097_Run140613	0	1026	Ctrl	ERCC	97584	0
Ctrl-PL2-D10	ERCC-00092	CRL2097_Run140613	534	1123	Ctrl	ERCC	97584	4872.84822687456
Ctrl-PL2-F12	ERCC-00024	CRL2097_Run140613	0	535	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00109	CRL2097_Run140613	0	535	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00033	CRL2097_Run140613	0	2021	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00098	CRL2097_Run140613	0	1142	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00012	CRL2097_Run140613	0	993	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00031	CRL2097_Run140613	0	1137	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00042	CRL2097_Run140613	378	1022	Ctrl	ERCC	332073	1113.80032010621
Ctrl-PL2-F12	ERCC-00164	CRL2097_Run140613	0	1021	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00099	CRL2097_Run140613	0	1349	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00013	CRL2097_Run140613	0	807	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00150	CRL2097_Run140613	0	742	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00022	CRL2097_Run140613	260	750	Ctrl	ERCC	332073	1043.94716422795
Ctrl-PL2-F12	ERCC-00171	CRL2097_Run140613	13766	504	Ctrl	ERCC	332073	82251.4689947453
Ctrl-PL2-F12	ERCC-00025	CRL2097_Run140613	0	1993	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00060	CRL2097_Run140613	2475	522	Ctrl	ERCC	332073	14278.1235160487
Ctrl-PL2-F12	ERCC-00145	CRL2097_Run140613	911	1041	Ctrl	ERCC	332073	2635.32439207398
Ctrl-PL2-F12	ERCC-00059	CRL2097_Run140613	4	524	Ctrl	ERCC	332073	22.9876797760117
Ctrl-PL2-F12	ERCC-00051	CRL2097_Run140613	279	273	Ctrl	ERCC	332073	3077.5703594632
Ctrl-PL2-F12	ERCC-00086	CRL2097_Run140613	0	1019	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00079	CRL2097_Run140613	5	643	Ctrl	ERCC	332073	23.4166877967149
Ctrl-PL2-F12	ERCC-00120	CRL2097_Run140613	0	535	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00131	CRL2097_Run140613	0	770	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00163	CRL2097_Run140613	87	542	Ctrl	ERCC	332073	483.377465695951
Ctrl-PL2-F12	ERCC-00061	CRL2097_Run140613	0	1135	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00160	CRL2097_Run140613	0	742	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00043	CRL2097_Run140613	307	1022	Ctrl	ERCC	332073	904.594439874622
Ctrl-PL2-F12	ERCC-00078	CRL2097_Run140613	0	992	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00062	CRL2097_Run140613	891	1022	Ctrl	ERCC	332073	2625.38646882179
Ctrl-PL2-F12	ERCC-00108	CRL2097_Run140613	16762	1021	Ctrl	ERCC	332073	49438.6415094237
Ctrl-PL2-F12	ERCC-00075	CRL2097_Run140613	0	1022	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00096	CRL2097_Run140613	33282	1106	Ctrl	ERCC	332073	90619.3042838916
Ctrl-PL2-F12	ERCC-00168	CRL2097_Run140613	0	1023	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00116	CRL2097_Run140613	8	1990	Ctrl	ERCC	332073	12.1060745755077
Ctrl-PL2-F12	ERCC-00058	CRL2097_Run140613	0	1135	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00144	CRL2097_Run140613	0	537	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00142	CRL2097_Run140613	0	492	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00040	CRL2097_Run140613	0	743	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00002	CRL2097_Run140613	57411	1060	Ctrl	ERCC	332073	163100.645805943
Ctrl-PL2-F12	ERCC-00048	CRL2097_Run140613	0	991	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00014	CRL2097_Run140613	0	1956	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00041	CRL2097_Run140613	0	1121	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00028	CRL2097_Run140613	0	1129	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00095	CRL2097_Run140613	5240	520	Ctrl	ERCC	332073	30345.5055873952
Ctrl-PL2-F12	ERCC-00134	CRL2097_Run140613	0	273	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00148	CRL2097_Run140613	0	493	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00097	CRL2097_Run140613	0	522	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00034	CRL2097_Run140613	0	1018	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00046	CRL2097_Run140613	12442	521	Ctrl	ERCC	332073	71914.904495741
Ctrl-PL2-F12	ERCC-00081	CRL2097_Run140613	0	533	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00092	CRL2097_Run140613	1	1123	Ctrl	ERCC	332073	2.68155480913405
Ctrl-PL2-F12	ERCC-00113	CRL2097_Run140613	19713	839	Ctrl	ERCC	332073	70755.0097933397
Ctrl-PL2-F12	ERCC-00069	CRL2097_Run140613	0	1136	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00157	CRL2097_Run140613	0	1018	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00071	CRL2097_Run140613	0	641	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00162	CRL2097_Run140613	701	522	Ctrl	ERCC	332073	4044.02609484853
Ctrl-PL2-F12	ERCC-00084	CRL2097_Run140613	0	993	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00019	CRL2097_Run140613	100	643	Ctrl	ERCC	332073	468.333755934298
Ctrl-PL2-F12	ERCC-00077	CRL2097_Run140613	0	272	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00076	CRL2097_Run140613	0	641	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00003	CRL2097_Run140613	3478	1022	Ctrl	ERCC	332073	10248.1415696545
Ctrl-PL2-F12	ERCC-00136	CRL2097_Run140613	1797	1032	Ctrl	ERCC	332073	5243.6635009996
Ctrl-PL2-F12	ERCC-00039	CRL2097_Run140613	0	739	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00143	CRL2097_Run140613	0	783	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00054	CRL2097_Run140613	3	273	Ctrl	ERCC	332073	33.0921544028301
Ctrl-PL2-F12	ERCC-00111	CRL2097_Run140613	143	993	Ctrl	ERCC	332073	433.663852209494
Ctrl-PL2-F12	ERCC-00104	CRL2097_Run140613	0	2021	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00165	CRL2097_Run140613	0	871	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00009	CRL2097_Run140613	295	983	Ctrl	ERCC	332073	903.72216169275
Ctrl-PL2-F12	ERCC-00057	CRL2097_Run140613	0	1020	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00137	CRL2097_Run140613	0	536	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00154	CRL2097_Run140613	0	536	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00112	CRL2097_Run140613	0	1135	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00085	CRL2097_Run140613	0	843	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00123	CRL2097_Run140613	0	1021	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00130	CRL2097_Run140613	40436	1058	Ctrl	ERCC	332073	115093.011667664
Ctrl-PL2-F12	ERCC-00073	CRL2097_Run140613	0	602	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00147	CRL2097_Run140613	0	1022	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00138	CRL2097_Run140613	0	1023	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00156	CRL2097_Run140613	0	493	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00017	CRL2097_Run140613	0	1135	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00074	CRL2097_Run140613	100702	521	Ctrl	ERCC	332073	582058.729507323
Ctrl-PL2-F12	ERCC-00035	CRL2097_Run140613	0	1129	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00117	CRL2097_Run140613	0	1135	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00067	CRL2097_Run140613	0	643	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00170	CRL2097_Run140613	229	1022	Ctrl	ERCC	332073	674.762627789213
Ctrl-PL2-F12	ERCC-00083	CRL2097_Run140613	0	1021	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00126	CRL2097_Run140613	0	1117	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00016	CRL2097_Run140613	0	843	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00053	CRL2097_Run140613	0	1022	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00158	CRL2097_Run140613	0	1026	Ctrl	ERCC	332073	0
Ctrl-PL2-F12	ERCC-00044	CRL2097_Run140613	5	1155	Ctrl	ERCC	332073	13.0363032495997
Ctrl-PL2-F12	ERCC-00004	CRL2097_Run140613	19962	522	Ctrl	ERCC	332073	115159.556213076
Ctrl-PL2-H04	ERCC-00138	CRL2097_Run140613	0	1023	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00158	CRL2097_Run140613	0	1026	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00031	CRL2097_Run140613	305	1137	Ctrl	ERCC	383181	700.060232952915
Ctrl-PL2-H04	ERCC-00042	CRL2097_Run140613	429	1022	Ctrl	ERCC	383181	1095.47489656457
Ctrl-PL2-H04	ERCC-00109	CRL2097_Run140613	0	535	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00051	CRL2097_Run140613	84	273	Ctrl	ERCC	383181	802.994688390885
Ctrl-PL2-H04	ERCC-00076	CRL2097_Run140613	294	641	Ctrl	ERCC	383181	1196.97570164975
Ctrl-PL2-H04	ERCC-00123	CRL2097_Run140613	0	1021	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00039	CRL2097_Run140613	0	739	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00013	CRL2097_Run140613	0	807	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00137	CRL2097_Run140613	0	536	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00099	CRL2097_Run140613	0	1349	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00078	CRL2097_Run140613	0	992	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00131	CRL2097_Run140613	3	770	Ctrl	ERCC	383181	10.167789885469
Ctrl-PL2-H04	ERCC-00071	CRL2097_Run140613	0	641	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00113	CRL2097_Run140613	13953	839	Ctrl	ERCC	383181	43401.1929477158
Ctrl-PL2-H04	ERCC-00130	CRL2097_Run140613	52780	1058	Ctrl	ERCC	383181	130190.636931125
Ctrl-PL2-H04	ERCC-00143	CRL2097_Run140613	0	783	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00019	CRL2097_Run140613	0	643	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00165	CRL2097_Run140613	0	871	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00147	CRL2097_Run140613	0	1022	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00024	CRL2097_Run140613	0	535	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00156	CRL2097_Run140613	0	493	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00084	CRL2097_Run140613	0	993	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00168	CRL2097_Run140613	0	1023	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00046	CRL2097_Run140613	17953	521	Ctrl	ERCC	383181	89928.084130931
Ctrl-PL2-H04	ERCC-00061	CRL2097_Run140613	0	1135	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00081	CRL2097_Run140613	0	533	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00075	CRL2097_Run140613	0	1022	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00041	CRL2097_Run140613	0	1121	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00062	CRL2097_Run140613	4	1022	Ctrl	ERCC	383181	10.2142181497862
Ctrl-PL2-H04	ERCC-00164	CRL2097_Run140613	0	1021	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00097	CRL2097_Run140613	0	522	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00069	CRL2097_Run140613	0	1136	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00044	CRL2097_Run140613	1	1155	Ctrl	ERCC	383181	2.25950886343756
Ctrl-PL2-H04	ERCC-00142	CRL2097_Run140613	0	492	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00117	CRL2097_Run140613	0	1135	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00035	CRL2097_Run140613	3	1129	Ctrl	ERCC	383181	6.93463083419941
Ctrl-PL2-H04	ERCC-00016	CRL2097_Run140613	0	843	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00012	CRL2097_Run140613	0	993	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00034	CRL2097_Run140613	0	1018	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00067	CRL2097_Run140613	0	643	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00028	CRL2097_Run140613	0	1129	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00060	CRL2097_Run140613	999	522	Ctrl	ERCC	383181	4994.48851443124
Ctrl-PL2-H04	ERCC-00053	CRL2097_Run140613	0	1022	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00104	CRL2097_Run140613	0	2021	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00160	CRL2097_Run140613	0	742	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00136	CRL2097_Run140613	1345	1032	Ctrl	ERCC	383181	3401.25051514405
Ctrl-PL2-H04	ERCC-00096	CRL2097_Run140613	49315	1106	Ctrl	ERCC	383181	116364.348949809
Ctrl-PL2-H04	ERCC-00134	CRL2097_Run140613	3	273	Ctrl	ERCC	383181	28.6783817282459
Ctrl-PL2-H04	ERCC-00022	CRL2097_Run140613	847	750	Ctrl	ERCC	383181	2947.25817129068
Ctrl-PL2-H04	ERCC-00120	CRL2097_Run140613	0	535	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00083	CRL2097_Run140613	0	1021	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00054	CRL2097_Run140613	0	273	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00059	CRL2097_Run140613	0	524	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00048	CRL2097_Run140613	0	991	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00017	CRL2097_Run140613	0	1135	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00163	CRL2097_Run140613	0	542	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00170	CRL2097_Run140613	0	1022	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00004	CRL2097_Run140613	30129	522	Ctrl	ERCC	383181	150629.574025324
Ctrl-PL2-H04	ERCC-00077	CRL2097_Run140613	0	272	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00079	CRL2097_Run140613	13	643	Ctrl	ERCC	383181	52.7628702714073
Ctrl-PL2-H04	ERCC-00098	CRL2097_Run140613	0	1142	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00095	CRL2097_Run140613	1419	520	Ctrl	ERCC	383181	7121.55914266666
Ctrl-PL2-H04	ERCC-00116	CRL2097_Run140613	17	1990	Ctrl	ERCC	383181	22.2941992631138
Ctrl-PL2-H04	ERCC-00148	CRL2097_Run140613	0	493	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00144	CRL2097_Run140613	0	537	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00009	CRL2097_Run140613	1780	983	Ctrl	ERCC	383181	4725.66050085582
Ctrl-PL2-H04	ERCC-00150	CRL2097_Run140613	0	742	Ctrl	ERCC	383181	0
Ctrl-PL2-H04	ERCC-00074	CRL2097_Run140613	133129	521	Ctrl	ERCC	383181	666854.337005888
Ctrl-PL2-H04	ERCC-00085	CRL2097_Run140613	1707	843	Ctrl	ERCC	383181	5284.47661034464
Ctrl-PL2-H04	ERCC-00154	CRL2097_Run140613	0	536	Ctrl	ERCC	383181	0
