cellType 	 gene 	 date 	 timePt 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
CRL2097_ActD_SerumStarved	UBC	130403	6	36	1	648.943059	1991.875000	744	715	29	244.515625	31517798.000000	2014.045498	5	54	53	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	UBC	130403	6	37	1	1747.276107	2730.812500	1024	981	43	244.171875	27049326.000000	1730.935304	5	110	104	6	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	1	1	1266.307075	3269.734375	976	911	65	205.500000	35145845.000000	2672.281402	2	9	8	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	2	1	2017.232251	4473.937500	1267	1163	104	304.062500	77547401.000000	3984.964080	1	17	13	4	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	3	1	1984.525039	2891.687500	1537	1417	120	218.906250	40892520.000000	2918.809422	7	19	16	3	2	573.297291	889.917422	1.360639
CRL2097_ActD_SerumStarved	ZNF444	130404	0	4	1	895.041428	2388.718750	730	659	71	195.562500	40473151.000000	3233.712927	6	9	5	4	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	5	1	1432.000322	3055.937500	1096	1016	80	206.765625	40048702.000000	3026.426509	4	16	11	5	1	575.285641	582.694246	0.710517
CRL2097_ActD_SerumStarved	ZNF444	130404	0	8	1	1627.601636	3482.078125	1316	1216	100	197.343750	37644854.000000	2980.590182	5	35	24	11	2	549.826435	515.685292	0.864943
CRL2097_ActD_SerumStarved	ZNF444	130404	0	9	1	2114.928636	4067.531250	1436	1315	121	264.515625	42870412.000000	2532.365290	5	13	10	3	1	648.452848	978.806420	1.071576
CRL2097_ActD_SerumStarved	ZNF444	130404	0	10	1	2244.638730	2407.156250	1837	1653	184	268.468750	41735294.000000	2429.012571	4	14	9	5	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	11	1	1567.691166	3898.453125	1279	1198	81	204.609375	38143207.000000	2912.806949	2	41	33	8	3	590.167904	769.651145	1.143308
CRL2097_ActD_SerumStarved	ZNF444	130404	0	12	1	1313.244323	3060.546875	781	690	91	248.546875	80121897.000000	5036.895518	3	8	4	4	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	13	1	959.472444	1905.703125	757	652	105	208.093750	36406029.000000	2733.595810	3	3	2	1	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	14	1	2074.608126	3803.734375	1210	1039	171	288.875000	40960137.000000	2215.498540	8	19	15	4	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	15	1	2283.800347	5247.218750	1673	1495	178	290.187500	40993057.000000	2207.250538	7	15	9	6	1	495.577073	733.319585	0.853931
CRL2097_ActD_SerumStarved	ZNF444	130404	0	16	1	1266.069068	2847.609375	1156	1033	123	214.546875	39530427.000000	2878.918287	3	6	5	1	1	532.131879	785.329709	0.865611
CRL2097_ActD_SerumStarved	ZNF444	130404	0	17	1	3963.416907	5942.875000	2467	2295	172	337.093750	43031493.000000	1994.599657	6	31	15	16	2	478.140543	665.495924	0.978987
CRL2097_ActD_SerumStarved	ZNF444	130404	0	18	1	2140.692679	4733.218750	1450	1311	139	408.640625	84384040.000000	3226.552977	14	35	21	14	2	634.026248	716.815834	0.796587
CRL2097_ActD_SerumStarved	ZNF444	130404	0	19	1	2107.086914	3702.203125	1432	1332	100	218.265625	37582259.000000	2690.404395	4	14	8	6	2	601.067450	845.229472	0.862831
CRL2097_ActD_SerumStarved	ZNF444	130404	0	20	1	1813.295159	3188.640625	1813	1687	126	219.093750	41760935.000000	2978.243831	8	14	10	4	1	525.451980	581.767368	0.736449
CRL2097_ActD_SerumStarved	ZNF444	130404	0	21	1	1533.738533	1779.484375	1517	1337	180	225.453125	42923580.000000	2974.813223	1	12	8	4	1	566.962383	511.405254	0.600574
CRL2097_ActD_SerumStarved	ZNF444	130404	0	22	1	1479.247414	2699.781250	1163	1047	116	243.281250	45599772.000000	2928.694412	3	17	11	6	3	732.825972	978.373974	1.046270
CRL2097_ActD_SerumStarved	ZNF444	130404	0	23	1	802.703737	2551.578125	819	750	69	230.046875	44116453.000000	2996.430958	3	12	7	5	2	704.795325	644.472989	0.686373
CRL2097_ActD_SerumStarved	ZNF444	130404	0	24	1	1137.723934	2406.640625	693	603	90	224.484375	45322709.000000	3154.639730	4	16	11	5	1	736.221006	746.653552	0.549542
CRL2097_ActD_SerumStarved	ZNF444	130404	0	24	2	1483.882586	3112.750000	890	762	128	308.750000	46002176.000000	2328.045344	6	9	5	4	1	762.072999	723.650932	0.698232
CRL2097_ActD_SerumStarved	ZNF444	130404	0	24	3	1787.617378	3677.234375	1268	1168	100	233.437500	42231145.000000	2826.716533	4	18	15	3	1	511.196559	712.918732	0.876744
CRL2097_ActD_SerumStarved	ZNF444	130404	0	25	1	1522.969426	3453.875000	1304	1193	111	246.546875	40859731.000000	2589.500665	3	14	12	2	0	0.000000	0.000000	0.000000
CRL2097_ActD_SerumStarved	ZNF444	130404	0	26	1	2136.708009	6442.234375	2008	1884	124	274.015625	40867954.000000	2330.384558	7	23	15	8	1	688.577321	390.011684	0.519999
CRL2097_ActD_SerumStarved	ZNF444	130404	0	27	1	1524.251154	2063.828125	744	662	82	240.046875	37394922.000000	2434.089826	2	16	10	6	3	797.456571	539.027657	0.775058
CRL2097_ActD_SerumStarved	ZNF444	130404	0	28	1	1918.019146	2675.640625	1040	909	131	276.203125	38190736.000000	2160.476099	5	11	8	3	2	543.595614	778.202136	1.000122
CRL2097_ActD_SerumStarved	ZNF444	130404	0	29	1	1606.471025	2590.093750	1087	976	111	222.984375	38812273.000000	2719.660360	8	8	4	4	1	599.096616	501.994482	0.490831
CRL2097_ActD_SerumStarved	ZNF444	130404	0	30	1	1647.971205	2168.468750	1314	1211	103	224.328125	35589138.000000	2478.870098	3	10	5	5	2	484.873143	672.460280	1.409640
CRL2097_ActD_SerumStarved	ZNF444	130404	0	30	2	1920.896189	2994.703125	1407	1281	126	214.125000	37206587.000000	2715.016565	15	20	12	8	2	504.474088	565.047142	0.802696
CRL2097_ActD_SerumStarved	ZNF444	130404	0	31	1	3463.938902	5201.796875	2150	2008	142	302.390625	36765975.000000	1899.755852	10	28	19	9	2	616.208059	569.965937	0.853673
