exptType 	 gene 	 date 	 fixative 	 dataNum 	 objNum 	numTxnSites 	 numCyclin 	 xVar 	 intensity 
TxnSiteData	EEF2	140114	MeOH	34	1	2	1	2068.874249	1199.000000
TxnSiteData	EEF2	140114	MeOH	35	1	2	2	3331.716520	881.000000
TxnSiteData	EEF2	140114	MeOH	35	1	2	2	3331.716520	387.000000
TxnSiteData	EEF2	140114	MeOH	36	1	2	4	2891.700118	384.000000
TxnSiteData	EEF2	140114	MeOH	36	1	2	4	2891.700118	737.000000
TxnSiteData	EEF2	140114	MeOH	37	1	2	3	5458.871126	603.000000
TxnSiteData	EEF2	140114	MeOH	37	1	2	3	5458.871126	511.000000
TxnSiteData	EEF2	140114	MeOH	38	1	1	5	1990.347476	637.000000
TxnSiteData	EEF2	140114	MeOH	39	1	2	5	1512.583011	232.000000
TxnSiteData	EEF2	140114	MeOH	39	1	2	5	1512.583011	517.000000
TxnSiteData	EEF2	140114	MeOH	40	1	2	3	1670.674790	540.000000
TxnSiteData	EEF2	140114	MeOH	40	1	2	3	1670.674790	204.000000
TxnSiteData	EEF2	140114	MeOH	41	1	1	61	1202.522810	347.000000
TxnSiteData	EEF2	140114	MeOH	42	1	3	110	2867.968452	450.000000
TxnSiteData	EEF2	140114	MeOH	42	1	3	110	2867.968452	511.000000
TxnSiteData	EEF2	140114	MeOH	42	1	3	110	2867.968452	847.000000
TxnSiteData	EEF2	140114	MeOH	43	1	1	1	2715.846004	1306.000000
TxnSiteData	EEF2	140114	MeOH	44	1	2	90	2381.356458	970.000000
TxnSiteData	EEF2	140114	MeOH	44	1	2	90	2381.356458	596.000000
TxnSiteData	EEF2	140114	MeOH	45	1	2	2	4123.905618	1026.000000
TxnSiteData	EEF2	140114	MeOH	45	1	2	2	4123.905618	1455.000000
TxnSiteData	EEF2	140114	MeOH	46	1	3	3	3963.373489	448.000000
TxnSiteData	EEF2	140114	MeOH	46	1	3	3	3963.373489	813.000000
TxnSiteData	EEF2	140114	MeOH	46	1	3	3	3963.373489	342.000000
TxnSiteData	EEF2	140114	MeOH	47	1	2	373	3045.841650	469.000000
TxnSiteData	EEF2	140114	MeOH	47	1	2	373	3045.841650	907.000000
TxnSiteData	EEF2	140114	MeOH	48	1	2	72	2511.318029	543.000000
TxnSiteData	EEF2	140114	MeOH	48	1	2	72	2511.318029	257.000000
TxnSiteData	EEF2	140114	MeOH	49	1	3	124	2374.138841	573.000000
TxnSiteData	EEF2	140114	MeOH	49	1	3	124	2374.138841	422.000000
TxnSiteData	EEF2	140114	MeOH	49	1	3	124	2374.138841	344.000000
TxnSiteData	EEF2	140114	MeOH	50	1	2	279	2210.466802	718.000000
TxnSiteData	EEF2	140114	MeOH	50	1	2	279	2210.466802	465.000000
TxnSiteData	EEF2	140114	MeOH	51	1	4	6	3773.795076	416.000000
TxnSiteData	EEF2	140114	MeOH	51	1	4	6	3773.795076	496.000000
TxnSiteData	EEF2	140114	MeOH	51	1	4	6	3773.795076	526.000000
TxnSiteData	EEF2	140114	MeOH	51	1	4	6	3773.795076	408.000000
TxnSiteData	EEF2	140114	MeOH	52	1	2	3	3219.802980	581.000000
TxnSiteData	EEF2	140114	MeOH	52	1	2	3	3219.802980	1055.000000
TxnSiteData	EEF2	140114	MeOH	53	1	3	119	1673.596111	272.000000
TxnSiteData	EEF2	140114	MeOH	53	1	3	119	1673.596111	696.000000
TxnSiteData	EEF2	140114	MeOH	53	1	3	119	1673.596111	367.000000
TxnSiteData	EEF2	140114	MeOH	54	1	1	4	3372.436233	384.000000
TxnSiteData	EEF2	140114	MeOH	55	1	2	101	2524.196684	1228.000000
TxnSiteData	EEF2	140114	MeOH	55	1	2	101	2524.196684	494.000000
TxnSiteData	EEF2	140114	MeOH	56	1	2	90	1998.579206	392.000000
TxnSiteData	EEF2	140114	MeOH	56	1	2	90	1998.579206	579.000000
TxnSiteData	EEF2	140114	MeOH	57	1	3	1	2598.191470	1081.000000
TxnSiteData	EEF2	140114	MeOH	57	1	3	1	2598.191470	581.000000
TxnSiteData	EEF2	140114	MeOH	57	1	3	1	2598.191470	442.000000
TxnSiteData	EEF2	140114	MeOH	57	2	1	3	1319.065136	428.000000
TxnSiteData	EEF2	140114	MeOH	58	1	2	60	2374.049120	645.000000
TxnSiteData	EEF2	140114	MeOH	58	1	2	60	2374.049120	1105.000000
TxnSiteData	EEF2	140114	MeOH	59	1	2	5	1948.683610	408.000000
TxnSiteData	EEF2	140114	MeOH	59	1	2	5	1948.683610	344.000000
TxnSiteData	EEF2	140114	MeOH	60	1	2	3	1775.150320	865.000000
TxnSiteData	EEF2	140114	MeOH	60	1	2	3	1775.150320	332.000000
TxnSiteData	EEF2	140114	MeOH	61	1	2	119	2661.566486	1022.000000
TxnSiteData	EEF2	140114	MeOH	61	1	2	119	2661.566486	480.000000
TxnSiteData	EEF2	140114	MeOH	62	1	1	6	1522.909139	793.000000
TxnSiteData	EEF2	140114	MeOH	63	1	1	20	1775.388593	777.000000
TxnSiteData	EEF2	140114	MeOH	64	1	1	7	3442.852780	763.000000
TxnSiteData	EEF2	140114	MeOH	65	1	3	11	1731.859783	305.000000
TxnSiteData	EEF2	140114	MeOH	65	1	3	11	1731.859783	613.000000
TxnSiteData	EEF2	140114	MeOH	65	1	3	11	1731.859783	368.000000
TxnSiteData	EEF2	140114	MeOH	65	2	1	42	1122.998828	485.000000
TxnSiteData	EEF2	140114	MeOH	66	1	2	69	2121.148646	886.000000
TxnSiteData	EEF2	140114	MeOH	66	1	2	69	2121.148646	887.000000
TxnSiteData	EEF2	140114	MeOH	67	1	2	3	1735.821404	554.000000
TxnSiteData	EEF2	140114	MeOH	67	1	2	3	1735.821404	447.000000
TxnSiteData	EEF2	140114	MeOH	68	1	2	122	1723.117868	742.000000
TxnSiteData	EEF2	140114	MeOH	68	1	2	122	1723.117868	491.000000
TxnSiteData	EEF2	140114	MeOH	69	1	2	1	2511.463151	419.000000
TxnSiteData	EEF2	140114	MeOH	69	1	2	1	2511.463151	748.000000
TxnSiteData	EEF2	140114	MeOH	70	1	2	2	2078.007717	489.000000
TxnSiteData	EEF2	140114	MeOH	70	1	2	2	2078.007717	776.000000
TxnSiteData	EEF2	140114	MeOH	71	1	1	2	2217.434736	924.000000
TxnSiteData	EEF2	140114	MeOH	72	1	1	2	2655.590264	455.000000
TxnSiteData	EEF2	140114	MeOH	73	1	2	297	2886.398477	901.000000
TxnSiteData	EEF2	140114	MeOH	73	1	2	297	2886.398477	531.000000
TxnSiteData	EEF2	140114	MeOH	74	1	4	4	3379.654705	618.000000
TxnSiteData	EEF2	140114	MeOH	74	1	4	4	3379.654705	573.000000
TxnSiteData	EEF2	140114	MeOH	74	1	4	4	3379.654705	780.000000
TxnSiteData	EEF2	140114	MeOH	74	1	4	4	3379.654705	534.000000
TxnSiteData	EEF2	140114	MeOH	75	1	1	158	5030.895068	1686.000000
TxnSiteData	EEF2	140114	MeOH	76	1	1	228	3486.250013	367.000000
TxnSiteData	EEF2	140114	MeOH	77	1	2	2	1969.525937	618.000000
TxnSiteData	EEF2	140114	MeOH	77	1	2	2	1969.525937	621.000000
TxnSiteData	EEF2	140114	MeOH	78	1	2	9	3045.841645	710.000000
TxnSiteData	EEF2	140114	MeOH	78	1	2	9	3045.841645	460.000000
TxnSiteData	EEF2	140114	MeOH	79	1	1	78	1989.090719	543.000000
TxnSiteData	EEF2	140114	MeOH	80	1	4	0	2407.206521	901.000000
TxnSiteData	EEF2	140114	MeOH	80	1	4	0	2407.206521	356.000000
TxnSiteData	EEF2	140114	MeOH	80	1	4	0	2407.206521	389.000000
TxnSiteData	EEF2	140114	MeOH	80	1	4	0	2407.206521	466.000000
TxnSiteData	EEF2	140114	MeOH	81	1	1	0	2389.814078	224.000000
TxnSiteData	EEF2	140114	MeOH	82	1	2	3	3144.402128	618.000000
TxnSiteData	EEF2	140114	MeOH	82	1	2	3	3144.402128	416.000000
TxnSiteData	EEF2	140114	MeOH	83	1	2	8	1954.207613	294.000000
TxnSiteData	EEF2	140114	MeOH	83	1	2	8	1954.207613	531.000000
TxnSiteData	EEF2	140114	MeOH	84	1	2	151	1973.206552	390.000000
TxnSiteData	EEF2	140114	MeOH	84	1	2	151	1973.206552	618.000000
TxnSiteData	EEF2	140114	MeOH	84	2	2	1	2154.646472	266.000000
TxnSiteData	EEF2	140114	MeOH	84	2	2	1	2154.646472	205.000000
TxnSiteData	EEF2	140114	MeOH	85	1	2	1	3575.382182	1229.000000
TxnSiteData	EEF2	140114	MeOH	85	1	2	1	3575.382182	821.000000
TxnSiteData	EEF2	140114	MeOH	86	1	1	98	2165.952105	321.000000
TxnSiteData	EEF2	140114	MeOH	87	1	2	4	2807.668597	219.000000
TxnSiteData	EEF2	140114	MeOH	87	1	2	4	2807.668597	471.000000
TxnSiteData	EEF2	140114	MeOH	88	1	1	160	2168.489248	337.000000
TxnSiteData	EEF2	140114	MeOH	90	1	3	52	2383.142474	943.000000
TxnSiteData	EEF2	140114	MeOH	90	1	3	52	2383.142474	463.000000
TxnSiteData	EEF2	140114	MeOH	90	1	3	52	2383.142474	256.000000
TxnSiteData	EEF2	140114	MeOH	91	1	2	235	2624.781189	511.000000
TxnSiteData	EEF2	140114	MeOH	91	1	2	235	2624.781189	1638.000000
TxnSiteData	EEF2	140114	MeOH	92	1	1	234	4822.880730	295.000000
TxnSiteData	EEF2	140114	MeOH	93	1	2	97	2173.467378	511.000000
TxnSiteData	EEF2	140114	MeOH	93	1	2	97	2173.467378	342.000000
TxnSiteData	EEF2	140114	MeOH	94	1	2	14	3387.563666	709.000000
TxnSiteData	EEF2	140114	MeOH	94	1	2	14	3387.563666	305.000000
TxnSiteData	EEF2	140114	MeOH	95	1	2	58	3438.538068	758.000000
TxnSiteData	EEF2	140114	MeOH	95	1	2	58	3438.538068	693.000000
TxnSiteData	EEF2	140114	MeOH	96	1	3	201	2404.835759	364.000000
TxnSiteData	EEF2	140114	MeOH	96	1	3	201	2404.835759	506.000000
TxnSiteData	EEF2	140114	MeOH	96	1	3	201	2404.835759	236.000000
TxnSiteData	EEF2	140114	MeOH	97	1	2	196	2540.116241	233.000000
TxnSiteData	EEF2	140114	MeOH	97	1	2	196	2540.116241	512.000000
TxnSiteData	EEF2	140114	MeOH	98	1	2	3	4535.315212	816.000000
TxnSiteData	EEF2	140114	MeOH	98	1	2	3	4535.315212	503.000000
TxnSiteData	EEF2	140114	MeOH	99	1	2	2	2028.593441	407.000000
TxnSiteData	EEF2	140114	MeOH	99	1	2	2	2028.593441	399.000000
TxnSiteData	EEF2	140114	MeOH	100	1	3	86	2281.939353	289.000000
TxnSiteData	EEF2	140114	MeOH	100	1	3	86	2281.939353	409.000000
TxnSiteData	EEF2	140114	MeOH	100	1	3	86	2281.939353	314.000000
TxnSiteData	UBC	140115	MeOH	1	1	1	160	2672.000000	991.000000
TxnSiteData	UBC	140115	MeOH	2	1	3	14	2417.000000	2096.000000
TxnSiteData	UBC	140115	MeOH	2	1	3	14	2417.000000	1924.000000
TxnSiteData	UBC	140115	MeOH	2	1	3	14	2417.000000	698.000000
TxnSiteData	UBC	140115	MeOH	3	1	2	11	1949.000000	582.000000
TxnSiteData	UBC	140115	MeOH	3	1	2	11	1949.000000	886.000000
TxnSiteData	UBC	140115	MeOH	4	1	2	150	1861.000000	626.000000
TxnSiteData	UBC	140115	MeOH	4	1	2	150	1861.000000	1273.000000
TxnSiteData	UBC	140115	MeOH	5	1	2	52	1792.000000	1004.000000
TxnSiteData	UBC	140115	MeOH	5	1	2	52	1792.000000	361.000000
TxnSiteData	UBC	140115	MeOH	6	1	2	11	1659.000000	767.000000
TxnSiteData	UBC	140115	MeOH	6	1	2	11	1659.000000	259.000000
TxnSiteData	UBC	140115	MeOH	7	1	2	3	2210.000000	560.000000
TxnSiteData	UBC	140115	MeOH	7	1	2	3	2210.000000	601.000000
TxnSiteData	UBC	140115	MeOH	8	1	2	105	1749.000000	707.000000
TxnSiteData	UBC	140115	MeOH	8	1	2	105	1749.000000	1138.000000
TxnSiteData	UBC	140115	MeOH	9	1	2	2	1374.000000	631.000000
TxnSiteData	UBC	140115	MeOH	9	1	2	2	1374.000000	1273.000000
TxnSiteData	UBC	140115	MeOH	10	1	2	7	1610.000000	5244.000000
TxnSiteData	UBC	140115	MeOH	10	1	2	7	1610.000000	1413.000000
TxnSiteData	UBC	140115	MeOH	11	1	3	26	1430.000000	521.000000
TxnSiteData	UBC	140115	MeOH	11	1	3	26	1430.000000	691.000000
TxnSiteData	UBC	140115	MeOH	11	1	3	26	1430.000000	644.000000
TxnSiteData	UBC	140115	MeOH	12	1	2	5	2447.000000	1467.000000
TxnSiteData	UBC	140115	MeOH	12	1	2	5	2447.000000	974.000000
TxnSiteData	UBC	140115	MeOH	13	1	1	11	1804.000000	722.000000
TxnSiteData	UBC	140115	MeOH	14	1	3	9	1303.000000	744.000000
TxnSiteData	UBC	140115	MeOH	14	1	3	9	1303.000000	577.000000
TxnSiteData	UBC	140115	MeOH	14	1	3	9	1303.000000	850.000000
TxnSiteData	UBC	140115	MeOH	15	1	4	2	1925.000000	709.000000
TxnSiteData	UBC	140115	MeOH	15	1	4	2	1925.000000	855.000000
TxnSiteData	UBC	140115	MeOH	15	1	4	2	1925.000000	468.000000
TxnSiteData	UBC	140115	MeOH	15	1	4	2	1925.000000	360.000000
TxnSiteData	UBC	140115	MeOH	16	1	2	3	1985.000000	1804.000000
TxnSiteData	UBC	140115	MeOH	16	1	2	3	1985.000000	647.000000
TxnSiteData	UBC	140115	MeOH	17	1	2	76	1971.000000	977.000000
TxnSiteData	UBC	140115	MeOH	17	1	2	76	1971.000000	1460.000000
TxnSiteData	UBC	140115	MeOH	18	1	0	5	1319.000000	0.000000
TxnSiteData	UBC	140115	MeOH	19	1	1	5	1493.000000	1196.000000
TxnSiteData	UBC	140115	MeOH	20	1	1	133	2846.000000	401.000000
TxnSiteData	UBC	140115	MeOH	21	1	2	99	1594.000000	1758.000000
TxnSiteData	UBC	140115	MeOH	21	1	2	99	1594.000000	2640.000000
TxnSiteData	UBC	140115	MeOH	22	1	3	1	2622.000000	2558.000000
TxnSiteData	UBC	140115	MeOH	22	1	3	1	2622.000000	539.000000
TxnSiteData	UBC	140115	MeOH	22	1	3	1	2622.000000	686.000000
TxnSiteData	UBC	140115	MeOH	23	1	1	2	2444.000000	2007.000000
TxnSiteData	UBC	140115	MeOH	24	1	2	50	1771.000000	972.000000
TxnSiteData	UBC	140115	MeOH	24	1	2	50	1771.000000	1475.000000
TxnSiteData	UBC	140115	MeOH	25	1	2	132	3651.000000	2739.000000
TxnSiteData	UBC	140115	MeOH	25	1	2	132	3651.000000	2510.000000
TxnSiteData	UBC	140115	MeOH	25	2	3	5	2249.000000	1354.000000
TxnSiteData	UBC	140115	MeOH	25	2	3	5	2249.000000	1238.000000
TxnSiteData	UBC	140115	MeOH	25	2	3	5	2249.000000	659.000000
TxnSiteData	UBC	140115	MeOH	25	3	0	2	2311.000000	0.000000
TxnSiteData	UBC	140115	MeOH	26	1	1	89	1838.000000	1472.000000
TxnSiteData	UBC	140115	MeOH	27	1	4	93	2683.000000	2094.000000
TxnSiteData	UBC	140115	MeOH	27	1	4	93	2683.000000	466.000000
TxnSiteData	UBC	140115	MeOH	27	1	4	93	2683.000000	787.000000
TxnSiteData	UBC	140115	MeOH	27	1	4	93	2683.000000	1614.000000
TxnSiteData	UBC	140115	MeOH	28	1	1	37	2077.000000	598.000000
TxnSiteData	UBC	140115	MeOH	29	1	2	160	2855.000000	978.000000
TxnSiteData	UBC	140115	MeOH	29	1	2	160	2855.000000	438.000000
TxnSiteData	UBC	140115	MeOH	30	1	1	130	2972.000000	2050.000000
TxnSiteData	UBC	140115	MeOH	31	1	1	10	3569.000000	2700.000000
TxnSiteData	UBC	140115	MeOH	32	1	1	9	4411.000000	2464.000000
TxnSiteData	UBC	140115	MeOH	33	1	1	0	1016.000000	797.000000
TxnSiteData	UBC	140115	MeOH	34	1	2	4	2410.000000	1700.000000
TxnSiteData	UBC	140115	MeOH	34	1	2	4	2410.000000	1318.000000
TxnSiteData	UBC	140115	MeOH	35	1	2	303	4384.000000	725.000000
TxnSiteData	UBC	140115	MeOH	35	1	2	303	4384.000000	1015.000000
TxnSiteData	UBC	140115	MeOH	36	1	1	92	1697.000000	781.000000
TxnSiteData	UBC	140115	MeOH	37	1	2	8	2289.000000	1272.000000
TxnSiteData	UBC	140115	MeOH	37	1	2	8	2289.000000	2729.000000
TxnSiteData	UBC	140115	MeOH	38	1	2	5	1517.000000	1017.000000
TxnSiteData	UBC	140115	MeOH	38	1	2	5	1517.000000	999.000000
TxnSiteData	UBC	140115	MeOH	38	2	2	5	2767.000000	510.000000
TxnSiteData	UBC	140115	MeOH	38	2	2	5	2767.000000	572.000000
TxnSiteData	UBC	140115	MeOH	39	1	1	198	1726.000000	1041.000000
TxnSiteData	UBC	140115	MeOH	40	1	2	82	1981.000000	1003.000000
TxnSiteData	UBC	140115	MeOH	40	1	2	82	1981.000000	594.000000
TxnSiteData	UBC	140115	MeOH	41	1	1	59	1685.000000	1330.000000
TxnSiteData	UBC	140115	MeOH	41	2	2	6	3245.000000	1497.000000
TxnSiteData	UBC	140115	MeOH	41	2	2	6	3245.000000	1009.000000
TxnSiteData	UBC	140115	MeOH	42	1	0	168	3492.000000	0.000000
TxnSiteData	UBC	140115	MeOH	43	1	2	123	1442.000000	906.000000
TxnSiteData	UBC	140115	MeOH	43	1	2	123	1442.000000	399.000000
TxnSiteData	UBC	140115	MeOH	44	1	4	95	2383.000000	1779.000000
TxnSiteData	UBC	140115	MeOH	44	1	4	95	2383.000000	1444.000000
TxnSiteData	UBC	140115	MeOH	44	1	4	95	2383.000000	890.000000
TxnSiteData	UBC	140115	MeOH	44	1	4	95	2383.000000	768.000000
TxnSiteData	UBC	140115	MeOH	45	1	1	22	2457.000000	554.000000
TxnSiteData	UBC	140115	MeOH	46	1	2	5	2108.000000	1087.000000
TxnSiteData	UBC	140115	MeOH	46	1	2	5	2108.000000	1227.000000
TxnSiteData	UBC	140115	MeOH	46	2	2	10	2373.000000	1294.000000
TxnSiteData	UBC	140115	MeOH	46	2	2	10	2373.000000	631.000000
TxnSiteData	UBC	140115	MeOH	47	1	2	114	2086.000000	867.000000
TxnSiteData	UBC	140115	MeOH	47	1	2	114	2086.000000	2136.000000
TxnSiteData	UBC	140115	MeOH	47	2	0	13	1192.000000	0.000000
TxnSiteData	UBC	140115	MeOH	48	1	2	43	2551.000000	1256.000000
TxnSiteData	UBC	140115	MeOH	48	1	2	43	2551.000000	792.000000
TxnSiteData	UBC	140115	MeOH	49	1	2	53	2794.000000	475.000000
TxnSiteData	UBC	140115	MeOH	49	1	2	53	2794.000000	518.000000
TxnSiteData	UBC	140115	MeOH	50	1	0	205	2949.000000	0.000000
TxnSiteData	UBC	140115	MeOH	51	1	2	193	1515.000000	528.000000
TxnSiteData	UBC	140115	MeOH	51	1	2	193	1515.000000	512.000000
TxnSiteData	UBC	140115	MeOH	52	1	1	66	2694.000000	2932.000000
TxnSiteData	UBC	140115	MeOH	53	1	2	50	2739.000000	944.000000
TxnSiteData	UBC	140115	MeOH	53	1	2	50	2739.000000	609.000000
TxnSiteData	UBC	140115	MeOH	54	1	2	0	876.000000	1077.000000
TxnSiteData	UBC	140115	MeOH	54	1	2	0	876.000000	641.000000
TxnSiteData	UBC	140115	MeOH	54	2	2	2	1538.000000	1640.000000
TxnSiteData	UBC	140115	MeOH	54	2	2	2	1538.000000	783.000000
TxnSiteData	UBC	140115	MeOH	55	1	1	26	575.000000	404.000000
TxnSiteData	UBC	140115	MeOH	56	1	2	1	2438.000000	1357.000000
TxnSiteData	UBC	140115	MeOH	56	1	2	1	2438.000000	773.000000
TxnSiteData	UBC	140115	MeOH	57	1	1	2	1253.000000	1185.000000
TxnSiteData	UBC	140115	MeOH	78	1	1	10	2954.000000	1390.000000
TxnSiteData	UBC	140115	MeOH	79	1	1	0	1767.000000	581.000000
TxnSiteData	UBC	140115	MeOH	80	1	2	93	1687.000000	694.000000
TxnSiteData	UBC	140115	MeOH	80	1	2	93	1687.000000	1231.000000
TxnSiteData	UBC	140115	MeOH	81	1	1	1	2450.000000	1249.000000
TxnSiteData	UBC	140115	MeOH	82	1	1	1	4346.000000	1174.000000
TxnSiteData	UBC	140115	MeOH	83	1	1	4	1467.000000	1048.000000
TxnSiteData	UBC	140115	MeOH	85	1	1	139	1907.000000	1535.000000
TxnSiteData	UBC	140115	MeOH	86	1	1	11	1514.000000	970.000000
TxnSiteData	UBC	140115	MeOH	86	2	2	16	1476.000000	801.000000
TxnSiteData	UBC	140115	MeOH	86	2	2	16	1476.000000	253.000000
TxnSiteData	UBC	140115	MeOH	87	1	1	5	452.000000	916.000000
TxnSiteData	UBC	140115	MeOH	87	2	0	1	696.000000	0.000000
TxnSiteData	UBC	140115	MeOH	88	1	1	0	1591.000000	1288.000000
TxnSiteData	TUSC3	141118	MeOH	2	1	1	50	1122.000000	3255.000000
TxnSiteData	TUSC3	141118	MeOH	3	1	1	3	1162.000000	5762.000000
TxnSiteData	TUSC3	141118	MeOH	4	1	1	12	1338.000000	3775.000000
TxnSiteData	TUSC3	141118	MeOH	4	2	1	1	1328.000000	11334.000000
TxnSiteData	TUSC3	141118	MeOH	5	1	2	43	3260.000000	3749.000000
TxnSiteData	TUSC3	141118	MeOH	5	1	2	43	3260.000000	10298.000000
TxnSiteData	TUSC3	141118	MeOH	6	1	1	278	2001.000000	3352.000000
TxnSiteData	TUSC3	141118	MeOH	6	2	1	54	1462.000000	8196.000000
TxnSiteData	TUSC3	141118	MeOH	7	1	2	0	1108.000000	3132.000000
TxnSiteData	TUSC3	141118	MeOH	7	1	2	0	1108.000000	3456.000000
TxnSiteData	TUSC3	141118	MeOH	8	1	0	159	1890.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	9	1	1	61	2314.000000	10056.000000
TxnSiteData	TUSC3	141118	MeOH	10	1	0	1	1411.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	11	1	2	160	3079.000000	6237.000000
TxnSiteData	TUSC3	141118	MeOH	11	1	2	160	3079.000000	8028.000000
TxnSiteData	TUSC3	141118	MeOH	12	1	2	382	2594.000000	12968.000000
TxnSiteData	TUSC3	141118	MeOH	12	1	2	382	2594.000000	5734.000000
TxnSiteData	TUSC3	141118	MeOH	13	1	1	2	1585.000000	3366.000000
TxnSiteData	TUSC3	141118	MeOH	14	1	1	0	2407.000000	3853.000000
TxnSiteData	TUSC3	141118	MeOH	15	1	0	3	1202.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	16	1	1	8	2159.000000	4479.000000
TxnSiteData	TUSC3	141118	MeOH	17	1	3	3	2298.000000	4863.000000
TxnSiteData	TUSC3	141118	MeOH	17	1	3	3	2298.000000	7859.000000
TxnSiteData	TUSC3	141118	MeOH	17	1	3	3	2298.000000	6591.000000
TxnSiteData	TUSC3	141118	MeOH	18	1	2	3	1020.000000	5542.000000
TxnSiteData	TUSC3	141118	MeOH	18	1	2	3	1020.000000	3470.000000
TxnSiteData	TUSC3	141118	MeOH	18	2	2	1	1276.000000	3600.000000
TxnSiteData	TUSC3	141118	MeOH	18	2	2	1	1276.000000	4872.000000
TxnSiteData	TUSC3	141118	MeOH	19	1	2	113	1543.000000	3933.000000
TxnSiteData	TUSC3	141118	MeOH	19	1	2	113	1543.000000	3318.000000
TxnSiteData	TUSC3	141118	MeOH	20	1	1	27	1547.000000	3371.000000
TxnSiteData	TUSC3	141118	MeOH	21	1	2	4	1228.000000	5249.000000
TxnSiteData	TUSC3	141118	MeOH	21	1	2	4	1228.000000	6391.000000
TxnSiteData	TUSC3	141118	MeOH	22	1	2	6	825.000000	3991.000000
TxnSiteData	TUSC3	141118	MeOH	22	1	2	6	825.000000	3013.000000
TxnSiteData	TUSC3	141118	MeOH	23	1	1	1	2826.000000	4288.000000
TxnSiteData	TUSC3	141118	MeOH	24	1	0	2	2458.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	25	1	1	1	2332.000000	8006.000000
TxnSiteData	TUSC3	141118	MeOH	26	1	2	5	2151.000000	5688.000000
TxnSiteData	TUSC3	141118	MeOH	26	1	2	5	2151.000000	3898.000000
TxnSiteData	TUSC3	141118	MeOH	27	1	0	4	1257.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	28	1	1	2	1148.000000	5785.000000
TxnSiteData	TUSC3	141118	MeOH	28	2	1	9	2065.000000	3035.000000
TxnSiteData	TUSC3	141118	MeOH	30	1	1	1	922.000000	4211.000000
TxnSiteData	TUSC3	141118	MeOH	30	2	0	3	850.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	31	1	1	1	2119.000000	2207.000000
TxnSiteData	TUSC3	141118	MeOH	32	1	2	4	1446.000000	5183.000000
TxnSiteData	TUSC3	141118	MeOH	32	1	2	4	1446.000000	2255.000000
TxnSiteData	TUSC3	141118	MeOH	33	1	1	5	2244.000000	5080.000000
TxnSiteData	TUSC3	141118	MeOH	34	1	0	4	2999.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	35	1	0	205	1629.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	36	1	0	2	3708.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	37	1	2	3	845.000000	4012.000000
TxnSiteData	TUSC3	141118	MeOH	37	1	2	3	845.000000	3278.000000
TxnSiteData	TUSC3	141118	MeOH	38	1	1	0	1185.000000	3767.000000
TxnSiteData	TUSC3	141118	MeOH	38	2	2	50	1974.000000	4319.000000
TxnSiteData	TUSC3	141118	MeOH	38	2	2	50	1974.000000	3238.000000
TxnSiteData	TUSC3	141118	MeOH	39	1	0	3	2657.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	40	1	1	1	867.000000	673.000000
TxnSiteData	TUSC3	141118	MeOH	41	1	0	87	1961.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	43	1	1	1	919.000000	1522.000000
TxnSiteData	TUSC3	141118	MeOH	43	2	2	2	2228.000000	4814.000000
TxnSiteData	TUSC3	141118	MeOH	43	2	2	2	2228.000000	5019.000000
TxnSiteData	TUSC3	141118	MeOH	44	1	1	2	1752.000000	7868.000000
TxnSiteData	TUSC3	141118	MeOH	45	1	0	0	1619.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	46	1	1	6	1683.000000	4653.000000
TxnSiteData	TUSC3	141118	MeOH	47	1	0	4	1900.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	48	1	0	30	1528.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	49	1	1	3	906.000000	4013.000000
TxnSiteData	TUSC3	141118	MeOH	51	1	2	237	2966.000000	10594.000000
TxnSiteData	TUSC3	141118	MeOH	51	1	2	237	2966.000000	3848.000000
TxnSiteData	TUSC3	141118	MeOH	52	1	2	2	1384.000000	4353.000000
TxnSiteData	TUSC3	141118	MeOH	52	1	2	2	1384.000000	4014.000000
TxnSiteData	TUSC3	141118	MeOH	53	1	1	78	1374.000000	888.000000
TxnSiteData	TUSC3	141118	MeOH	54	1	1	89	1672.000000	5232.000000
TxnSiteData	TUSC3	141118	MeOH	55	1	0	211	1829.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	56	1	0	156	1511.000000	0.000000
TxnSiteData	TUSC3	141118	MeOH	57	1	4	9	6519.000000	3260.000000
TxnSiteData	TUSC3	141118	MeOH	57	1	4	9	6519.000000	4291.000000
TxnSiteData	TUSC3	141118	MeOH	57	1	4	9	6519.000000	5884.000000
TxnSiteData	TUSC3	141118	MeOH	57	1	4	9	6519.000000	5415.000000
TxnSiteData	TUSC3	141118	MeOH	58	1	1	2	1090.000000	1199.000000
