cellType 	 gene 	 date 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
A549	PPP2R1A	120622	10	4	890.690993	588.390625	1848	1520	328	173.421875	2631143.000000	237.061267	35	156	127	29	1	100.961329	398.072250	0.606613
A549	SLC1A5	120622	1	1	1605.445170	1244.515625	2153	1975	178	180.234375	3613017.000000	313.222107	108	112	89	23	4	226.423857	590.353596	1.209350
A549	SLC1A5	120622	1	2	1109.306095	919.531250	1693	1443	250	164.578125	3231426.000000	306.790658	88	124	77	47	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	1	3	1277.142763	748.640625	2122	1641	481	161.609375	4501350.000000	435.207387	28	242	148	94	3	280.674100	903.245648	1.324108
A549	SLC1A5	120622	2	1	4071.961024	1909.109375	4077	3803	274	240.562500	3652869.000000	237.260912	129	282	208	74	1	238.513793	326.019417	0.891086
A549	SLC1A5	120622	2	2	2393.400025	577.953125	4293	3102	1191	159.968750	7544297.000000	736.891678	196	558	397	161	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	2	3	2807.151830	957.718750	2975	2657	318	223.093750	4294385.000000	300.769365	48	351	261	90	4	185.754027	415.538229	0.622380
A549	SLC1A5	120622	3	1	3183.171906	1859.875000	2595	2279	316	363.812500	5403722.000000	232.078767	2	146	122	24	1	164.193385	743.338009	2.019235
A549	SLC1A5	120622	3	2	2604.860845	1017.687500	2817	2478	339	243.953125	4557540.000000	291.906744	85	245	187	58	1	134.447461	340.554158	0.897248
A549	SLC1A5	120622	3	3	1690.520536	1129.140625	2456	2140	316	237.843750	7049279.000000	463.098082	128	158	103	55	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	3	4	1797.825815	1058.546875	2774	2366	408	191.937500	8513864.000000	693.085640	133	420	269	151	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	4	1	899.438884	491.093750	1165	834	331	165.906250	2834832.000000	266.983613	23	219	125	94	1	254.611287	965.056073	2.471066
A549	SLC1A5	120622	4	2	2817.163168	909.687500	3284	2836	448	205.265625	5497357.000000	418.463652	59	423	332	91	4	304.601800	875.055260	1.508669
A549	SLC1A5	120622	4	3	1620.038878	804.859375	2042	1687	355	167.312500	4581372.000000	427.845723	42	186	138	48	1	399.290300	533.022634	0.655726
A549	SLC1A5	120622	4	4	2497.515220	817.796875	3022	2518	504	198.000000	5541143.000000	437.274542	82	212	113	99	2	225.682016	594.974766	0.896661
A549	SLC1A5	120622	5	1	1303.111343	847.187500	3261	2279	982	224.734375	6866337.000000	477.392547	89	169	47	122	2	261.295160	626.716862	0.869105
A549	SLC1A5	120622	5	2	1635.533154	1253.890625	3172	2382	790	206.875000	4525099.000000	341.774849	76	461	311	150	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	5	3	2256.553420	1148.765625	3180	2570	610	214.406250	5291005.000000	385.585556	69	293	176	117	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	5	4	2695.038514	1512.515625	3549	2847	702	233.828125	5241296.000000	350.236953	74	437	277	160	1	517.199700	2063.611600	3.008883
A549	SLC1A5	120622	6	1	1206.972060	933.875000	2551	1912	639	205.187500	7569148.000000	576.389583	171	224	133	91	3	281.000913	726.881902	1.061989
A549	SLC1A5	120622	6	2	1710.352541	1245.531250	2886	2358	528	213.812500	8357718.000000	610.765712	142	347	246	101	0	0.000000	0.000000	0.000000
A549	SLC1A5	120622	6	3	1029.100992	932.984375	2161	1603	558	171.828125	4429941.000000	402.831772	68	250	179	71	2	675.898249	2391.806451	3.268044
A549	SLC1A5	120622	6	4	1467.755933	747.703125	1965	1356	609	152.390625	3431119.000000	351.801394	60	236	159	77	2	188.520136	800.450844	1.332665
A549	SLC1A5	120622	6	5	2467.091455	1234.703125	2675	2365	310	269.781250	3740642.000000	216.647863	73	261	196	65	1	111.744450	335.502007	0.692143
A549	SLC1A5	120622	7	1	3164.200873	1143.953125	2725	2050	675	211.312500	3638325.000000	269.027285	57	346	231	115	2	163.044455	655.537273	1.712647
