gene	Nm_seq	lower_seq	upper_seq	meanCount	seCount
FLJ44635	2.23178588286079	1.00098027826706	4.29480275324623	3.79957645164353	0.888636675141015
FLNA	0.0998898817338828	0.0570445562995901	0.156022804055291	79.7101210900038	4.59170692156223
FLNB	0.376920961627509	0.243248276102565	0.517246416664186	85.4287647081591	8.17899992018094
FLNC	0.141780570765157	0.074710656195955	0.219238495622429	94.5298052161373	5.99154805096257
FLOT1	0.321381829230267	0.208722638392661	0.459162413460295	58.2549512241246	5.45164902820195
FLOT2	0.794052650066507	0.42891449943723	1.25097583914562	73.8819937343767	10.6835379143988
FLRT2	1.21690215255927	0.733841223898476	1.85434812389648	40.9029304821373	7.14471264610254
FLT1	0.494200220174786	0.289569267967612	0.75204521231567	70.7187144686222	7.62976921312711
FLT3LG	5.30021624713495	2.53847061137713	11.6392838371382	15.5444826535383	5.5900637246105
FLVCR1	3.27255432850847	1.63577836931494	6.22402303333615	13.5507822150467	3.80614451768102
FLYWCH1	10.3588723197261	4.11772060994353	21.7734376120608	5.05780787609734	2.54135052937014
FLYWCH2	1.49549062159668	0.90303945740885	2.41634579871588	36.7222212972218	7.25138694735403
FMN1	1.5836213552959	0.890494336036993	2.60081218309161	18.8319188002302	3.61425590320594
FMN2	0.350609804343634	0.223702750367607	0.500922876008713	91.4940871923053	8.26712319282386
FMNL2	1.20817280598523	0.67099720474881	1.90126482567354	44.5591726686487	7.61952509996674
FMNL3	1.71268185236762	0.999991563360815	2.81258000912613	9.75474078385433	1.97598168109193
FMR1	0.54384484539533	0.274693689463767	0.891577210865957	83.2715066830944	10.4702630427399
FN1	0.127210235567133	0.0760742604538865	0.178650504350538	605.599168448337	34.4497561337393
FN3KRP	1.79914392233595	1.00602834126246	2.91003996664013	51.3669505277085	10.7576427967796
FNBP1	0.550914040603494	0.322492989798305	0.848235664832343	61.4658670310306	7.18584196994684
FNBP1L	3.63259577430289	1.93923015739723	6.31705590666593	11.4170497620469	3.35082272327833
FNBP4	0.318017780532592	0.185224611573933	0.4834601626743	75.7994648123905	7.54214957769359
FNDC3A	0.168826735494895	0.0846525735599522	0.275893718483577	147.176972710055	10.8395981111282
FNDC3B	0.178194732818349	0.114862106061633	0.248516874934875	148.335683810326	11.5251427829254
FNDC4	8.55724576241373	3.52138564520141	18.8272954108134	11.9451318709154	5.79999413589251
FNIP1	0.176273119445953	0.084594229227656	0.288602778324993	152.04028479737	10.7967555585335
FNIP2	2.54288935135522	1.47070352853422	4.28538260492867	26.2000686037893	6.28858472065298
FNTA	0.534355247358782	0.320649878913428	0.853299173660484	137.269454033995	17.8037525273753
FOCAD	0.541485136671622	0.318287521654735	0.871171740145965	65.0169043670799	8.50777843791754
FOPNL	0.329354669263353	0.179956494082159	0.488654150231202	200.524659356454	20.4351651895594
FOS	0.396156449630137	0.240179897259122	0.601613662304927	384.670024334812	37.1177616559784
FOSB	1.10908605991585	0.623089535683872	1.75287818140385	50.7067417157079	8.09868394740771
FOSL1	0.23623042462752	0.134920320194091	0.360584200632682	197.653664446432	14.7646965604376
FOSL2	1.02988741902651	0.621254016026007	1.53665275786251	36.3901496151078	5.75885382115246
FOXC1	2.59625567090448	1.44503029710651	4.19053098628273	21.9891820841776	5.40186146085797
FOXC2	2.45769269548209	1.33130549974615	4.45030669320995	13.0957221284668	3.08752059243196
FOXD1	1.11047737713806	0.624650845109787	1.73139614875369	27.109610868416	4.36120530659163
FOXD2-AS1	11.2852201027283	4.80960248560128	25.7667396016847	7.146883780392	3.6973864055441
FOXF1	0.531769474333152	0.304800496767775	0.841620883417725	135.020233514806	15.6277073176795
FOXF2	1.79686544121401	1.04208999860475	2.91780221992064	50.4424095007868	10.315373911908
FOXJ2	1.63615443596634	1.02082725203757	2.54885640611908	27.8000657285317	5.41773500999767
FOXJ3	0.868735586762119	0.556737014934784	1.30066529253757	48.4627275747868	6.82759500536618
FOXK1	0.593799710397747	0.36475501967219	0.870967917846667	21.4181541414763	2.52758975797322
FOXK2	0.300875946657188	0.170073184278381	0.46698594165654	70.5097514038004	7.35994575352558
FOXL1	4.37412064369222	2.14691239509421	8.40356626697965	12.8904692478534	4.15920959230053
FOXM1	0.947010700915717	0.571768365276058	1.4048564100581	76.1284121571585	11.7443203162546
FOXN2	0.433328844227216	0.266764479167138	0.622930735001881	89.6305772426773	10.1812516528797
FOXN3	0.704831303372322	0.432683988596037	1.05410246927078	40.8456985556324	5.27356664800089
FOXO3	0.530169640837637	0.326643716413517	0.796557158461936	56.1947196732574	6.32141990093616
FOXO3B	1.82111734766112	0.992835512194228	3.18979824312203	11.4875559024338	2.39750172231092
FOXP1	0.190835377118901	0.115553406215968	0.285169094853583	143.405092480878	11.1555061651401
FOXP4	5.17484605163967	1.88808816435085	13.210390288735	3.3246405677404	1.21264760758807
FOXRED1	0.855003309382841	0.519907702446236	1.2736520241763	81.0037560724242	11.6916555848861
FOXRED2	1.28805093894438	0.721515715617049	2.24164644249456	26.5995862985918	4.86601661641115
FPGS	0.876458348175972	0.540076075289602	1.38644574202853	30.619726441272	4.72263704249916
FPGT	1.5634169920396	0.931369301115229	2.45690859463336	37.8665208768833	7.28840806698635
FRA10AC1	0.760083186932495	0.411324156684622	1.1837910302069	54.8449676372257	7.51540290524843
FRAS1	1.85585730127075	1.00077821601087	3.00425278929528	21.7512028153295	4.59178004939192
FRG1	0.19617213468611	0.124018248824718	0.283614005833915	171.71959427367	11.9921424051121
FRG1B	0.35591732650276	0.191574192560851	0.570561959516464	86.6473044123473	9.68318071036384
FRMD3	6.87890842461515	3.04497926038242	14.793180490742	8.7203460564008	3.31529549441689
FRMD4A	0.324953394859133	0.194094300870094	0.484778498313823	61.7950990763243	6.39414925821374
FRMD5	3.42456167026742	1.50532937624947	7.4341463709353	31.3922753052602	9.26843254103137
FRMD6	0.145785302929692	0.0912150808633092	0.2039531664643	372.125463184624	23.1552736040873
