objArrayNum,objNum,isGood,area
1,1,true,121059
2,1,true,133499
3,1,true,132365
4,1,true,134502
5,1,true,120275
6,1,true,125699
7,1,true,132737
8,1,true,130475
9,1,true,171714
10,1,true,147672
11,1,true,156197
12,1,true,157041
13,1,true,137527
14,1,true,104842
15,1,true,130451
16,1,true,146067
17,1,true,131285
18,1,true,143239
19,1,true,137774
20,1,true,129893
21,1,true,108216
22,1,true,156429
23,1,true,104896
24,1,true,106589
