5.4237	6.7328	5.2395
3.9347	4.9497	5.0974
4.0054	5.1709	5.1754
5.1312	5.2984	4.8439
4.5383	4.3864	4.3092
3.2705	4.1662	3.7607
4.9483	4.8361	5.6641
4.3546	5.9094	4.6874
4.4253	6.1306	4.7654
5.5511	6.258	4.4339
4.9582	5.3461	3.8992
3.6903	5.1258	3.3507
5.3682	5.7958	5.2541
2.9364	4.3475	4.6233
4.0621	4.4749	4.2918
3.4693	3.563	3.7571
2.2014	3.3427	3.2086
3.8793	4.0127	5.112
4.1328	4.6961	4.3697
3.54	3.7841	3.835
2.2721	3.5639	3.2866
3.95	4.2338	5.1899
4.6657	3.9116	3.5035
3.3979	3.6913	2.9551
5.0758	4.3613	4.8584
2.805	2.7794	2.4204
4.4829	3.4493	4.3237
3.215	3.2291	3.7753
5.5388	7.245	6.0112
5.6095	7.4662	6.0891
6.7353	7.5936	5.7576
6.1424	6.6817	5.2229
4.8745	6.4614	4.6745
6.5524	7.1314	6.5778
4.1206	5.6831	5.947
5.2463	5.8105	5.6155
4.6534	4.8986	5.0808
3.3856	4.6783	4.5324
5.0635	5.3483	6.4357
5.317	6.0317	5.6934
4.7241	5.1198	5.1587
3.4563	4.8995	4.6103
5.1342	5.5695	6.5136
5.8499	5.2472	4.8272
4.5821	5.027	4.2788
6.2599	5.6969	6.1821
3.9892	4.115	3.7441
5.667	4.785	5.6474
4.3992	4.5647	5.099
4.5404	6.6427	5.537
5.6662	6.7702	5.2055
5.0733	5.8582	4.6708
3.8055	5.638	4.1224
5.4833	6.3079	6.0257
5.7369	6.9914	5.2834
5.144	6.0794	4.7487
3.8762	5.8592	4.2003
5.554	6.5291	6.1036
6.2698	6.2068	4.4172
5.002	5.9866	3.8688
6.6798	6.6566	5.7721
4.4091	5.0747	3.3341
6.0869	5.7446	5.2374
4.8191	5.5244	4.689
4.248	5.2083	5.1413
3.6551	4.2963	4.6066
2.3872	4.0761	4.0582
4.0651	4.746	5.9615
4.7809	4.4237	4.2751
3.513	4.2035	3.7267
5.1909	4.8734	5.63
2.9201	3.2915	3.192
4.598	3.9615	5.0953
3.3301	3.7413	4.5469
4.8516	4.6449	4.3531
3.5837	4.4247	3.8046
5.2616	5.0946	5.708
2.9908	3.5127	3.2699
4.6687	4.1827	5.1732
3.4008	3.9624	4.6248
4.1166	3.6402	2.9384
5.7945	4.3101	4.8418
4.5266	4.0899	4.2933
3.9337	3.1779	3.7586
5.0999	7.7162	6.4491
5.1706	7.9374	6.527
6.2964	8.0648	6.1955
5.7035	7.1529	5.6608
4.4356	6.9326	5.1124
6.1135	7.6026	7.0157
3.6817	6.1543	6.3849
4.8074	6.2817	6.0534
4.2145	5.3698	5.5187
2.9467	5.1495	4.9703
4.6246	5.8195	6.8736
4.8781	6.5029	6.1313
4.2852	5.591	5.5966
3.0174	5.3707	5.0482
4.6953	6.0407	6.9515
5.411	5.7184	5.2652
4.1432	5.4982	4.7167
5.8211	6.1681	6.6201
3.5503	4.5862	4.182
