46.809	64.813	65.638
49.773	63.956	66.166
45.389	62.947	64.288
47.077	63.683	64.485
50.486	65.235	67.51
48.601	65.906	66.578
50.88	63.448	67.964
47.128	61.36	62.547
42.743	60.351	60.67
44.432	61.087	60.866
47.84	62.639	63.891
45.955	63.311	62.96
48.235	60.853	64.345
45.707	59.494	61.197
47.396	60.23	61.394
50.804	61.782	64.418
48.919	62.453	63.487
51.199	59.995	64.872
43.011	59.221	59.516
46.42	60.773	62.541
44.535	61.444	61.609
46.814	58.986	62.995
48.108	61.509	62.738
46.223	62.181	61.806
48.502	59.723	63.192
49.632	63.732	64.831
51.911	61.274	66.216
50.026	61.946	65.285
48.118	63.46	64.28
43.734	62.451	62.402
45.422	63.187	62.599
48.831	64.739	65.624
46.946	65.411	64.692
49.225	62.953	66.077
46.698	61.594	62.929
48.386	62.33	63.126
51.795	63.882	66.151
49.91	64.554	65.219
52.189	62.095	66.605
44.002	61.321	61.249
47.41	62.873	64.273
45.526	63.545	63.342
47.805	61.086	64.727
49.099	63.609	64.47
47.214	64.281	63.539
49.493	61.823	64.924
50.622	65.833	66.563
52.902	63.374	67.949
51.017	64.046	67.017
44.052	58.998	59.311
45.741	59.734	59.508
49.149	61.286	62.532
47.264	61.958	61.601
49.544	59.5	62.986
41.356	58.725	57.63
44.765	60.277	60.655
42.88	60.949	59.723
45.159	58.491	61.109
46.453	61.013	60.852
44.568	61.685	59.92
46.847	59.227	61.305
47.977	63.237	62.945
50.256	60.779	64.33
48.371	61.45	63.399
44.32	57.868	58.157
47.729	59.42	61.182
45.844	60.092	60.251
48.123	57.634	61.636
49.417	60.156	61.379
47.532	60.828	60.447
49.811	58.37	61.833
50.941	62.38	63.472
53.22	59.922	64.857
51.335	60.593	63.926
45.033	59.147	59.501
43.148	59.819	58.57
45.427	57.361	59.955
46.556	61.371	61.594
48.836	58.912	62.98
46.951	59.584	62.048
48.245	62.107	61.791
50.524	59.649	63.177
48.639	60.32	62.245
52.048	61.872	65.27
49.07	62.324	63.995
44.686	61.314	62.117
46.374	62.051	62.314
49.783	63.602	65.339
47.898	64.274	64.407
50.177	61.816	65.792
47.65	60.457	62.644
49.338	61.194	62.841
52.747	62.745	65.866
50.862	63.417	64.934
53.141	60.959	66.32
44.954	60.184	60.963
48.362	61.736	63.988
46.478	62.408	63.057
48.757	59.95	64.442
50.051	62.472	64.185
48.166	63.144	63.254
50.445	60.686	64.639
51.574	64.696	66.278
53.854	62.238	67.664
51.969	62.909	66.732
45.004	57.862	59.026
46.693	58.598	59.223
50.101	60.15	62.247
48.216	60.821	61.316
50.496	58.363	62.701
42.308	57.589	57.345
45.717	59.141	60.37
43.832	59.812	59.438
46.111	57.354	60.824
47.405	59.877	60.567
45.52	60.548	59.635
47.799	58.09	61.02
48.929	62.1	62.66
51.208	59.642	64.045
49.323	60.314	63.114
45.272	56.732	57.872
48.681	58.283	60.897
46.796	58.955	59.966
49.075	56.497	61.351
50.369	59.02	61.094
48.484	59.691	60.162
50.763	57.233	61.548
51.893	61.243	63.187
54.172	58.785	64.572
52.287	59.456	63.641
45.985	58.011	59.216
44.1	58.682	58.285
46.379	56.224	59.67
47.508	60.234	61.309
49.788	57.776	62.695
47.903	58.447	61.763
49.197	60.97	61.506
51.476	58.512	62.892
49.591	59.184	61.96
53	60.735	64.985
45.995	59.962	60.758
47.683	60.698	60.955
51.092	62.25	63.98
49.207	62.921	63.048
51.486	60.463	64.434
43.299	59.689	59.077
46.707	61.241	62.102
44.823	61.912	61.171
47.102	59.454	62.556
48.396	61.977	62.299
46.511	62.648	61.367
48.79	60.19	62.753
49.919	64.2	64.392
52.199	61.742	65.778
50.314	62.414	64.846
46.263	58.832	59.605
49.671	60.383	62.629
47.787	61.055	61.698
50.066	58.597	63.083
51.36	61.12	62.826
49.475	61.791	61.895
51.754	59.333	63.28
52.883	63.343	64.919
55.163	60.885	66.305
53.278	61.557	65.373
46.975	60.111	60.949
45.091	60.782	60.017
47.37	58.324	61.402
48.499	62.334	63.042
50.778	59.876	64.427
48.894	60.548	63.496
50.187	63.07	63.239
52.466	60.612	64.624
50.582	61.284	63.693
53.99	62.836	66.717
43.617	56.236	55.986
47.026	57.788	59.011
45.141	58.459	58.079
47.42	56.001	59.465
48.714	58.524	59.208
46.829	59.196	58.276
49.108	56.737	59.662
50.238	60.747	61.301
52.517	58.289	62.686
50.632	58.961	61.755
44.329	57.515	57.33
42.445	58.187	56.399
44.724	55.728	57.784
45.853	59.738	59.423
48.133	57.28	60.809
46.248	57.952	59.877
47.541	60.475	59.62
49.821	58.016	61.006
47.936	58.688	60.074
51.344	60.24	63.099
47.294	56.658	57.857
45.409	57.329	56.926
47.688	54.871	58.311
48.817	58.881	59.951
51.097	56.423	61.336
49.212	57.095	60.405
50.506	59.617	60.148
52.785	57.159	61.533
50.9	57.831	60.601
54.309	59.383	63.626
46.121	58.608	58.27
48.4	56.15	59.655
46.516	56.822	58.724
49.924	58.374	61.748
51.612	59.11	61.945
