-1.1983	-2.0345	-0.92167
-1.7997	-2.0318	-1.1754
-0.27232	0.26094	0.40443
-1.776	-2.4811	-1.6604
-1.5081	-2.0403	-1.2562
1.2196	0.79591	1.7039
-1.6186	-0.53167	-0.74929
-1.5308	-1.2991	-0.66309
0.35766	0.99304	1.7235
-0.25873	-0.015105	0.13852
1.4656	0.84183	2.0614
0.25613	0.76348	1.0083
-0.17101	-0.78257	0.22471
0.9499	0.027597	1.5565
-0.92857	-1.2661	-0.77429
0.46989	-0.18811	0.95975
-1.5153	-1.4025	-1.0389
0.37125	0.717	1.4576
-1.5173	-1.5752	-0.92901
0.65454	0.037533	1.0642
-1.3353	-1.2111	-1.1427
-1.8106	-1.3926	-1.5312
-0.23282	0.85807	0.88574
-1.7019	-1.8008	-1.0334
-0.39116	0.04468	0.61443
-0.76128	0.35553	0.28183
0.076127	0.57209	1.1122
0.18748	-0.64472	0.71335
-0.082208	-0.2413	0.84088
-1.0618	-0.44422	-0.42215
0.46094	0.12219	1.4339
-0.84086	-2.0336	-0.68809
-1.8501	-1.9897	-2.0126
-0.47887	0.81214	0.52823
0.39315	-0.059848	1.2294
-1.5813	-1.2571	-1.5002
0.11337	-0.1533	0.36124
-0.43066	-0.55245	0.13312
-2.0593	-1.8017	-1.267
-2.511	-2.4325	-2.1405
-1.3234	-1.8147	-1.1518
-2.4651	-1.711	-2.0004
0.44625	0.26124	1.4448
0.40675	-0.33589	0.96348
-0.93861	-2.2646	-0.83008
-0.11681	-0.32449	0.69517
-2.3192	-2.8446	-2.2535
0.097796	-0.049912	0.73703
-1.8115	-1.4282	-1.1663
0.72975	0.85484	1.9463
0.76524	-0.19805	1.4521
-2.34	-1.9308	-1.7702
-1.1452	-1.7134	-0.70628
-1.4936	-2.0245	-1.414
-0.98682	-0.89999	-0.43497
0.088851	0.26039	1.2112
0.56683	0.805	0.97797
-0.9741	-1.2117	-0.33595
-1.3693	-2.5361	-1.292
-1.8992	-0.66078	-1.2525
-1.213	-1.8954	-0.91082
0.43265	0.53728	1.7107
-0.2201	0.54637	0.98476
-1.8637	-1.7137	-1.7466
-2.6498	-1.9366	-2.1048
-2.0348	-2.2154	-2.117
0.22209	-0.56154	0.85907
-2.8081	-2.75	-2.3761
-2.8831	-2.2943	-2.3633
0.46814	-0.51561	1.2166
-1.7751	-2.4455	-2.0254
-0.75752	-0.76446	-0.40396
0.64095	0.31358	1.3301
-1.8784	-1.5746	-1.7358
0.64007	0.021733	1.222
-2.0803	-2.1609	-1.6786
0.064278	1.1756	1.1213
0.09977	0.12274	0.62716
1.4783	0.53013	2.1604
0.90888	0.75439	1.7343
-0.6562	-1.808	-0.58368
-1.0546	-1.082	-0.63951
0.38042	0.25185	1.1304
0.3949	0.26765	0.97257
-1.2337	-0.98157	-0.42755
0.32392	0.94551	1.2129
0.66283	0.70846	1.3768
-0.35567	-1.0082	0.1203
-1.6396	-0.8909	-1.1609
-0.30781	1.3138	0.89856
-2.3547	-1.7917	-1.7594
-0.91585	-1.5778	-0.67528
-2.8958	-1.9826	-2.4623
-0.67356	-0.41193	0.36803
-1.7979	-1.7043	-1.4322
0.93717	0.3393	1.4575
-2.3391	-1.8951	-2.1352
-0.21923	0.58202	0.61983
-1.1233	-2.4902	-0.93449
0.33665	0.63381	1.3119
0.37214	-0.41908	0.81776
-1.4954	-2.352	-1.1572
-2.0584	-1.766	-1.6319
-2.3527	-1.6191	-1.8692
-1.8242	-1.1165	-1.2653
0.91441	1.0805	2.0507
0.65279	-0.28997	1.321
0.64182	0.34923	0.96515
-2.0457	-2.0777	-1.5329
-2.093	-1.8492	-1.7776
0.74335	0.5788	1.6803
0.9894	0.62473	2.0378
-1.1588	-1.4373	-0.44036
-0.012677	0.03082	0.49602
0.56508	0.4775	1.2348
-1.7414	-2.3979	-1.5147
-2.2304	-2.3034	-1.6373
0.83389	1.2102	1.7471
-1.8856	-0.93682	-1.5184
-1.9843	-2.2574	-1.2798
-1.3217	-1.4872	-1.4086
-0.37646	-0.094367	0.60358
-0.18461	-0.50652	0.49063
-0.46615	0.50044	0.62725
-2.6362	-2.2127	-2.3707
-1.5831	-1.5846	-1.2434
0.090599	0.58789	0.95438
0.35942	-0.10738	0.71875
-1.5436	-0.98743	-0.7621
0.010081	0.71755	0.65083
-1.6872	-1.9399	-1.0443
-0.048168	1.0837	0.99015
-1.4818	-2.6281	-1.4231
-2.4069	-2.0772	-2.3397
0.35853	1.0287	1.3586
0.60458	1.0746	1.7161
-0.44338	-0.24075	0.034104
-1.0263	-1.4971	-0.91628
-1.211	-1.7228	-1.0207
-1.2201	-1.2576	-0.69346
-1.7624	-2.7572	-1.9264
-1.8874	-1.2643	-1.2616
-2.1472	-2.3073	-2.2481
-2.072	-1.49	-1.366
1.0476	0.25857	1.6985
-0.74855	0.043831	0.38085
-0.49787	-0.99458	-0.31237
-1.041	-1.3581	-0.90542
-2.1963	-0.97835	-1.4881
0.77884	-0.47409	1.1862
1.0935	0.98003	1.8387
-1.7896	-1.0334	-1.1196
-1.4945	-2.3164	-1.5221
-1.7887	-2.1694	-1.7595
-0.73496	-0.23221	0.11493
-1.605	-0.80771	-1.0152
0.085072	0.26179	0.63801
1.2323	0.48421	1.8029
-2.2514	-2.6626	-2.049
-1.2465	-0.66987	-0.52656
-0.66893	-1.4963	-0.6827
0.48174	-0.79165	0.95066
0.67555	0.39676	1.4758
-0.2065	0.27032	0.71884
-0.74392	-1.0405	-0.66988
0.92247	0.47834	1.4684
-1.3589	-0.76179	-0.65769
1.3073	0.028446	1.7901
1.3906	1.2976	2.0742
-1.9826	-1.9299	-1.5366
-1.7541	-2.0862	-1.6137
-2.3264	-2.2068	-2.0361
-1.9471	-2.9828	-2.0308
-1.2329	-0.94591	-0.79248
-0.48891	-0.18629	0.47244
0.62822	0.62528	1.2311
-1.1847	-2.3105	-1.1876
1.206	1.072	1.9698
0.077875	0.89959	0.85537
-1.6041	-1.9438	-1.655
-1.1097	-2.7663	-1.2004
-2.168	-1.3934	-1.7648
0.38217	0.57935	0.87356
-1.53	-1.2635	-1.028
0.077002	0.86393	1.2203
0.90168	1.3922	1.9516
-2.4424	-1.0243	-1.8456
-1.8124	-1.7201	-1.2744
-0.18374	-0.47087	0.1257
-1.2257	-1.5837	-1.0098
0.34493	1.3047	1.6245
-2.1608	-2.0312	-1.9822
-0.29422	1.0378	0.63264
-0.95133	-1.9529	-0.9291
-0.36286	-0.37041	0.33766
-1.5063	-1.7128	-1.5131
-1.4276	-2.17	-0.95268
0.55323	1.081	1.2439
-2.6235	-2.5244	-2.2717
1.2187	0.76025	2.0688
-0.1918	0.13128	0.70799
0.28443	0.34838	0.73157
0.15199	0.40817	1.2075
0.24893	1.4013	1.2257
-2.0576	-1.4742	-1.5238
0.16559	0.13213	0.94157
0.52959	1.5304	1.7289
-1.9707	-2.5335	-1.5457
-0.094056	0.36224	0.84997
-0.20453	0.44298	0.60897
-0.6698	-1.5319	-0.31777
-2.3674	-1.48	-1.8584
-2.6371	-2.2483	-2.0058
-2.1827	-1.2544	-1.754
-2.0221	-2.5271	-2.018
0.9216	0.44269	1.8333
0.39402	-0.024192	0.86447
-1.4048	-1.4833	-0.79787
0.9352	0.16664	1.5674
0.81288	0.85092	1.3355
-0.058564	-0.69065	0.35584
-0.68253	-1.2202	-0.41678
-1.1974	-1.9988	-1.2866
-1.6664	-2.8537	-1.5275
-0.91961	-0.45786	0.010522
-2.3319	-2.5329	-2.3525
0.12609	-0.465	0.46026
0.26973	0.48743	0.74242
-0.57662	0.58117	0.38625
-2.7112	-1.7569	-2.3579
-1.7769	-1.3451	-1.0206
-0.65996	-0.68798	0.10211
-2.7248	-1.4809	-2.092
-1.5695	-1.8606	-1.5093
-1.6736	-2.2159	-1.3102
0.20108	-0.92077	0.44744
1.2937	0.30449	2.056
-2.0703	-1.1625	-1.6228
-0.74768	0.079487	0.015919
0.11249	-0.18896	0.72617
-0.50163	0.12541	0.37343
-0.19733	-0.19482	0.39161
-1.5026	-1.7142	-0.93986
-2.265	-2.3865	-1.783
-0.095805	0.034744	1.1068
0.84748	0.93411	1.4812
-1.3007	-1.1279	-0.99702
0.6173	0.76292	1.8151
0.16384	-0.19538	1.1984
0.1866	0.49135	1.3532
0.75054	-0.058999	1.463
